dataset,patient_id,slide_id,region_uid,x,y,tile_size,mag,tissue_fraction,tumor_mask_overlap,tumor_overlap_fraction,tumor_mask_overlap_center,tumor_mask_overlap_area20,selection_source,rank,task_id,model_hash,context_set,is_diverse,random_seed,relative_path,minio_path,patch_uid
c17_native,patient_152,patient_152_node_4,be2ba823c67068f8,25600,118272,256,20,0.9084014892578124,0,0.0,0,0,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_152_node_4/standard/top_k/patient_152_node_4_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_152_node_4/standard/top_k/patient_152_node_4_standard_top_k_001.png,patient_152_node_4_standard_top_k_001
c17_native,patient_152,patient_152_node_4,a5d5d55be73f77fd,57600,177408,256,20,0.9296417236328124,0,0.0,0,0,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_152_node_4/standard/top_k/patient_152_node_4_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_152_node_4/standard/top_k/patient_152_node_4_standard_top_k_002.png,patient_152_node_4_standard_top_k_002
c17_native,patient_113,patient_113_node_4,3f0848b98ce67ae6,16896,163840,256,20,0.7103729248046875,0,0.0,0,0,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_113_node_4/standard/top_k/patient_113_node_4_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_113_node_4/standard/top_k/patient_113_node_4_standard_top_k_000.png,patient_113_node_4_standard_top_k_000
c17_native,patient_113,patient_113_node_4,52ac48bdcbb742c8,17152,164352,256,20,0.6082305908203125,0,0.0,0,0,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_113_node_4/standard/top_k/patient_113_node_4_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_113_node_4/standard/top_k/patient_113_node_4_standard_top_k_001.png,patient_113_node_4_standard_top_k_001
c17_native,patient_113,patient_113_node_4,7a5ffd88a043fb6e,45056,104960,256,20,0.9814300537109376,0,0.0,0,0,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_113_node_4/standard/top_k/patient_113_node_4_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_113_node_4/standard/top_k/patient_113_node_4_standard_top_k_002.png,patient_113_node_4_standard_top_k_002
c17_native,patient_103,patient_103_node_4,d90dac9cd3f17c39,46592,99584,256,20,0.903839111328125,0,0.0,0,0,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_103_node_4/standard/top_k/patient_103_node_4_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_103_node_4/standard/top_k/patient_103_node_4_standard_top_k_000.png,patient_103_node_4_standard_top_k_000
c17_native,patient_103,patient_103_node_4,c042a2fa17a417a4,36608,70400,256,20,0.76605224609375,0,0.0,0,0,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_103_node_4/standard/top_k/patient_103_node_4_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_103_node_4/standard/top_k/patient_103_node_4_standard_top_k_002.png,patient_103_node_4_standard_top_k_002
c17_native,patient_103,patient_103_node_4,27d621d3db2fe485,52224,88576,256,20,0.82904052734375,0,0.0,0,0,top_k,4,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_103_node_4/standard/top_k/patient_103_node_4_standard_top_k_003.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_103_node_4/standard/top_k/patient_103_node_4_standard_top_k_003.png,patient_103_node_4_standard_top_k_003
c17_native,patient_150,patient_150_node_4,c73cd74a4f0969a1,59648,45312,256,20,0.9864654541015624,0,0.0,0,0,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_150_node_4/standard/top_k/patient_150_node_4_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_150_node_4/standard/top_k/patient_150_node_4_standard_top_k_000.png,patient_150_node_4_standard_top_k_000
c17_native,patient_150,patient_150_node_4,49c58274e67f1dc5,59904,45824,256,20,0.9923095703125,0,0.0,0,0,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_150_node_4/standard/top_k/patient_150_node_4_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_150_node_4/standard/top_k/patient_150_node_4_standard_top_k_001.png,patient_150_node_4_standard_top_k_001
c17_native,patient_150,patient_150_node_4,4134e1db1cfd0cba,60160,183808,256,20,0.9962005615234376,0,0.0,0,0,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_150_node_4/standard/top_k/patient_150_node_4_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_150_node_4/standard/top_k/patient_150_node_4_standard_top_k_002.png,patient_150_node_4_standard_top_k_002
c17_native,patient_129,patient_129_node_0,20733f805b4ff432,24832,192512,256,20,0.9683837890625,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_129_node_0/standard/top_k/patient_129_node_0_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_129_node_0/standard/top_k/patient_129_node_0_standard_top_k_000.png,patient_129_node_0_standard_top_k_000
c17_native,patient_129,patient_129_node_0,200eab9e7d564599,22016,173312,256,20,0.988037109375,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_129_node_0/standard/top_k/patient_129_node_0_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_129_node_0/standard/top_k/patient_129_node_0_standard_top_k_001.png,patient_129_node_0_standard_top_k_001
c17_native,patient_129,patient_129_node_0,fdf2a96f71715eb4,33792,193792,256,20,0.9715423583984376,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_129_node_0/standard/top_k/patient_129_node_0_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_129_node_0/standard/top_k/patient_129_node_0_standard_top_k_002.png,patient_129_node_0_standard_top_k_002
c17_native,patient_136,patient_136_node_1,5d7a239cd3b3ee2f,43008,87552,256,20,0.5697784423828125,1,0.985,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_136_node_1/standard/top_k/patient_136_node_1_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_136_node_1/standard/top_k/patient_136_node_1_standard_top_k_000.png,patient_136_node_1_standard_top_k_000
c17_native,patient_136,patient_136_node_1,7a5d9701fadb0f74,14336,131072,256,20,0.6390380859375,0,0.0,0,0,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_136_node_1/standard/top_k/patient_136_node_1_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_136_node_1/standard/top_k/patient_136_node_1_standard_top_k_001.png,patient_136_node_1_standard_top_k_001
c17_native,patient_136,patient_136_node_1,e63d654b08c67ab4,43776,87296,256,20,0.7271728515625,1,1.0,1,1,top_k,4,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_136_node_1/standard/top_k/patient_136_node_1_standard_top_k_003.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_136_node_1/standard/top_k/patient_136_node_1_standard_top_k_003.png,patient_136_node_1_standard_top_k_003
c17_native,patient_133,patient_133_node_3,0325a731b4e24b6d,25856,131584,256,20,0.715545654296875,0,0.0,0,0,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_133_node_3/standard/top_k/patient_133_node_3_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_133_node_3/standard/top_k/patient_133_node_3_standard_top_k_000.png,patient_133_node_3_standard_top_k_000
c17_native,patient_133,patient_133_node_3,575e72614bd3d320,58112,113920,256,20,0.8364105224609375,0,0.0,0,0,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_133_node_3/standard/top_k/patient_133_node_3_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_133_node_3/standard/top_k/patient_133_node_3_standard_top_k_001.png,patient_133_node_3_standard_top_k_001
c17_native,patient_133,patient_133_node_3,52a47ccf5b4879c1,46336,104192,256,20,0.816131591796875,0,0.0,0,0,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_133_node_3/standard/top_k/patient_133_node_3_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_133_node_3/standard/top_k/patient_133_node_3_standard_top_k_002.png,patient_133_node_3_standard_top_k_002
c17_native,patient_149,patient_149_node_2,851d9a375aeaff43,66816,60416,256,20,0.5145111083984375,0,0.0,0,0,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_149_node_2/standard/top_k/patient_149_node_2_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_149_node_2/standard/top_k/patient_149_node_2_standard_top_k_000.png,patient_149_node_2_standard_top_k_000
c17_native,patient_149,patient_149_node_2,3703c4fe8716848b,36096,96256,256,20,0.80926513671875,0,0.0,0,0,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_149_node_2/standard/top_k/patient_149_node_2_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_149_node_2/standard/top_k/patient_149_node_2_standard_top_k_002.png,patient_149_node_2_standard_top_k_002
c17_native,patient_149,patient_149_node_2,450f76815dec845f,4352,95488,256,20,0.6156463623046875,0,0.0,0,0,top_k,5,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_149_node_2/standard/top_k/patient_149_node_2_standard_top_k_004.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_149_node_2/standard/top_k/patient_149_node_2_standard_top_k_004.png,patient_149_node_2_standard_top_k_004
c17_native,patient_176,patient_176_node_0,a812720aec6c31ef,33024,62208,256,20,0.968475341796875,0,0.0,0,0,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_176_node_0/standard/top_k/patient_176_node_0_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_176_node_0/standard/top_k/patient_176_node_0_standard_top_k_000.png,patient_176_node_0_standard_top_k_000
c17_native,patient_176,patient_176_node_0,5fe698199a11340e,59904,80896,256,20,0.98974609375,0,0.0,0,0,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_176_node_0/standard/top_k/patient_176_node_0_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_176_node_0/standard/top_k/patient_176_node_0_standard_top_k_001.png,patient_176_node_0_standard_top_k_001
c17_native,patient_176,patient_176_node_0,f088f9c678c5dd08,49920,52736,256,20,0.8957977294921875,0,0.0,0,0,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_176_node_0/standard/top_k/patient_176_node_0_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_176_node_0/standard/top_k/patient_176_node_0_standard_top_k_002.png,patient_176_node_0_standard_top_k_002
c17_native,patient_173,patient_173_node_0,e31e00b633de2941,12288,87296,256,20,0.707916259765625,0,0.0,0,0,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_173_node_0/standard/top_k/patient_173_node_0_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_173_node_0/standard/top_k/patient_173_node_0_standard_top_k_000.png,patient_173_node_0_standard_top_k_000
c17_native,patient_173,patient_173_node_0,9f9d99763f64e308,68608,95744,256,20,0.805877685546875,0,0.0,0,0,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_173_node_0/standard/top_k/patient_173_node_0_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_173_node_0/standard/top_k/patient_173_node_0_standard_top_k_001.png,patient_173_node_0_standard_top_k_001
c17_native,patient_173,patient_173_node_0,fa682a0abbd4d785,20992,84992,256,20,0.7735137939453125,0,0.0,0,0,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_173_node_0/standard/top_k/patient_173_node_0_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_173_node_0/standard/top_k/patient_173_node_0_standard_top_k_002.png,patient_173_node_0_standard_top_k_002
c17_native,patient_169,patient_169_node_0,14c6bdbb506d4f80,45312,133376,256,20,0.673553466796875,0,0.0,0,0,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_169_node_0/standard/top_k/patient_169_node_0_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_169_node_0/standard/top_k/patient_169_node_0_standard_top_k_000.png,patient_169_node_0_standard_top_k_000
c17_native,patient_169,patient_169_node_0,874da7e4f766fb54,47104,137216,256,20,0.677459716796875,0,0.0,0,0,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_169_node_0/standard/top_k/patient_169_node_0_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_169_node_0/standard/top_k/patient_169_node_0_standard_top_k_001.png,patient_169_node_0_standard_top_k_001
c17_native,patient_169,patient_169_node_0,0a7750330cd963e9,33536,118784,256,20,0.7894134521484375,0,0.0,0,0,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_169_node_0/standard/top_k/patient_169_node_0_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_169_node_0/standard/top_k/patient_169_node_0_standard_top_k_002.png,patient_169_node_0_standard_top_k_002
c17_native,patient_153,patient_153_node_2,c4af6e4387ef6224,10240,115968,256,20,0.6320037841796875,0,0.0,0,0,hard_negative,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_153_node_2/standard/hard_negative/patient_153_node_2_standard_hard_negative_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_153_node_2/standard/hard_negative/patient_153_node_2_standard_hard_negative_000.png,patient_153_node_2_standard_hard_negative_000
