dataset,patient_id,slide_id,region_uid,x,y,tile_size,mag,tissue_fraction,tumor_mask_overlap,tumor_overlap_fraction,tumor_mask_overlap_center,tumor_mask_overlap_area20,selection_source,rank,task_id,model_hash,context_set,is_diverse,random_seed,relative_path,minio_path,patch_uid
c16_native,test_055,test_055_tile_embeddings,abd47b03bc39f9fc,87296,15616,256,20,0.9179840087890624,0,0.0,0,0,top_k,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_055_tile_embeddings/standard/top_k/test_055_tile_embeddings_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_055_tile_embeddings/standard/top_k/test_055_tile_embeddings_standard_top_k_001.png,test_055_tile_embeddings_standard_top_k_001
c16_native,test_055,test_055_tile_embeddings,bfe45863e780f32c,84736,7424,256,20,0.793731689453125,0,0.0,0,0,top_k,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_055_tile_embeddings/standard/top_k/test_055_tile_embeddings_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_055_tile_embeddings/standard/top_k/test_055_tile_embeddings_standard_top_k_002.png,test_055_tile_embeddings_standard_top_k_002
c16_native,test_081,test_081_tile_embeddings,524b871dcd9c3a6a,74496,165888,256,20,0.735137939453125,0,0.0,0,0,top_k,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_081_tile_embeddings/standard/top_k/test_081_tile_embeddings_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_081_tile_embeddings/standard/top_k/test_081_tile_embeddings_standard_top_k_000.png,test_081_tile_embeddings_standard_top_k_000
c16_native,test_081,test_081_tile_embeddings,5d49c1baf00aa2de,50176,173568,256,20,0.4436798095703125,0,0.0,0,0,top_k,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_081_tile_embeddings/standard/top_k/test_081_tile_embeddings_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_081_tile_embeddings/standard/top_k/test_081_tile_embeddings_standard_top_k_001.png,test_081_tile_embeddings_standard_top_k_001
c16_native,test_081,test_081_tile_embeddings,e529fd583c59daa4,43520,137728,256,20,0.98638916015625,0,0.0,0,0,top_k,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_081_tile_embeddings/standard/top_k/test_081_tile_embeddings_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_081_tile_embeddings/standard/top_k/test_081_tile_embeddings_standard_top_k_002.png,test_081_tile_embeddings_standard_top_k_002
c16_native,test_120,test_120_tile_embeddings,2442352f8da484b3,28672,31488,256,20,0.897308349609375,0,0.0,0,0,top_k,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_120_tile_embeddings/standard/top_k/test_120_tile_embeddings_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_120_tile_embeddings/standard/top_k/test_120_tile_embeddings_standard_top_k_000.png,test_120_tile_embeddings_standard_top_k_000
c16_native,test_120,test_120_tile_embeddings,a5ba086f9ed74a37,55552,38144,256,20,0.8250885009765625,0,0.0,0,0,top_k,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_120_tile_embeddings/standard/top_k/test_120_tile_embeddings_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_120_tile_embeddings/standard/top_k/test_120_tile_embeddings_standard_top_k_001.png,test_120_tile_embeddings_standard_top_k_001
c16_native,test_120,test_120_tile_embeddings,219d32ffec8f514e,23296,23296,256,20,0.9629974365234376,0,0.0,0,0,top_k,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_120_tile_embeddings/standard/top_k/test_120_tile_embeddings_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_120_tile_embeddings/standard/top_k/test_120_tile_embeddings_standard_top_k_002.png,test_120_tile_embeddings_standard_top_k_002
c16_native,test_050,test_050_tile_embeddings,3f1f2952b3e81a61,54784,149248,256,20,0.900299072265625,0,0.0,0,0,top_k,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_050_tile_embeddings/standard/top_k/test_050_tile_embeddings_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_050_tile_embeddings/standard/top_k/test_050_tile_embeddings_standard_top_k_000.png,test_050_tile_embeddings_standard_top_k_000
c16_native,test_050,test_050_tile_embeddings,8bbcef55c297ad1f,45056,160512,256,20,0.8414764404296875,0,0.0,0,0,top_k,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_050_tile_embeddings/standard/top_k/test_050_tile_embeddings_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_050_tile_embeddings/standard/top_k/test_050_tile_embeddings_standard_top_k_001.png,test_050_tile_embeddings_standard_top_k_001
c16_native,test_050,test_050_tile_embeddings,193168e6221fa550,43776,116224,256,20,0.0056610107421875,0,0.0,0,0,top_k,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_050_tile_embeddings/standard/top_k/test_050_tile_embeddings_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_050_tile_embeddings/standard/top_k/test_050_tile_embeddings_standard_top_k_002.png,test_050_tile_embeddings_standard_top_k_002
c16_native,test_110,test_110_tile_embeddings,3c5a9814fd80ec77,93952,60672,256,20,0.83892822265625,1,0.9475,1,1,top_k,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_110_tile_embeddings/standard/top_k/test_110_tile_embeddings_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_110_tile_embeddings/standard/top_k/test_110_tile_embeddings_standard_top_k_000.png,test_110_tile_embeddings_standard_top_k_000
c16_native,test_110,test_110_tile_embeddings,b4fa5a7c28009782,74752,55552,256,20,0.8185882568359375,0,0.0,0,0,top_k,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_110_tile_embeddings/standard/top_k/test_110_tile_embeddings_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_110_tile_embeddings/standard/top_k/test_110_tile_embeddings_standard_top_k_002.png,test_110_tile_embeddings_standard_top_k_002
c16_native,test_110,test_110_tile_embeddings,4a277382465602c7,93440,60160,256,20,0.83184814453125,1,0.85,1,1,top_k,4,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_110_tile_embeddings/standard/top_k/test_110_tile_embeddings_standard_top_k_003.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_110_tile_embeddings/standard/top_k/test_110_tile_embeddings_standard_top_k_003.png,test_110_tile_embeddings_standard_top_k_003
c16_native,test_073,test_073_tile_embeddings,abac3cb51f9b557b,136192,24576,256,20,0.73126220703125,0,0.405,0,1,hard_negative,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_073_tile_embeddings/standard/hard_negative/test_073_tile_embeddings_standard_hard_negative_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_073_tile_embeddings/standard/hard_negative/test_073_tile_embeddings_standard_hard_negative_000.png,test_073_tile_embeddings_standard_hard_negative_000
c16_native,test_073,test_073_tile_embeddings,d49429e57351e245,48384,13312,256,20,0.86480712890625,0,0.4825,0,1,hard_negative,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_073_tile_embeddings/standard/hard_negative/test_073_tile_embeddings_standard_hard_negative_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_073_tile_embeddings/standard/hard_negative/test_073_tile_embeddings_standard_hard_negative_001.png,test_073_tile_embeddings_standard_hard_negative_001
c16_native,test_073,test_073_tile_embeddings,4d978529fbb48136,120576,10496,256,20,0.7178497314453125,0,0.615,0,1,hard_negative,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_073_tile_embeddings/standard/hard_negative/test_073_tile_embeddings_standard_hard_negative_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_073_tile_embeddings/standard/hard_negative/test_073_tile_embeddings_standard_hard_negative_002.png,test_073_tile_embeddings_standard_hard_negative_002
c16_native,test_117,test_117_tile_embeddings,076c5b3644b547ea,56064,149248,256,20,0.975830078125,0,0.0,0,0,hard_negative,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_117_tile_embeddings/standard/hard_negative/test_117_tile_embeddings_standard_hard_negative_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_117_tile_embeddings/standard/hard_negative/test_117_tile_embeddings_standard_hard_negative_000.png,test_117_tile_embeddings_standard_hard_negative_000
c16_native,test_117,test_117_tile_embeddings,0a00ed740452b96f,56320,149248,256,20,0.9859466552734376,0,0.0,0,0,hard_negative,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_117_tile_embeddings/standard/hard_negative/test_117_tile_embeddings_standard_hard_negative_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_117_tile_embeddings/standard/hard_negative/test_117_tile_embeddings_standard_hard_negative_001.png,test_117_tile_embeddings_standard_hard_negative_001
c16_native,test_117,test_117_tile_embeddings,b2b7e4a9f74508a2,86016,123648,256,20,0.0009918212890625,0,0.0,0,0,hard_negative,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_117_tile_embeddings/standard/hard_negative/test_117_tile_embeddings_standard_hard_negative_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_117_tile_embeddings/standard/hard_negative/test_117_tile_embeddings_standard_hard_negative_002.png,test_117_tile_embeddings_standard_hard_negative_002
c16_native,test_026,test_026_tile_embeddings,59560cd42c397193,72192,45568,256,20,0.89862060546875,0,0.8425,0,1,hard_negative,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_026_tile_embeddings/standard/hard_negative/test_026_tile_embeddings_standard_hard_negative_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_026_tile_embeddings/standard/hard_negative/test_026_tile_embeddings_standard_hard_negative_000.png,test_026_tile_embeddings_standard_hard_negative_000
c16_native,test_026,test_026_tile_embeddings,5e545e338601a223,74752,48896,256,20,0.8760833740234375,0,0.2475,0,1,hard_negative,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_026_tile_embeddings/standard/hard_negative/test_026_tile_embeddings_standard_hard_negative_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_026_tile_embeddings/standard/hard_negative/test_026_tile_embeddings_standard_hard_negative_001.png,test_026_tile_embeddings_standard_hard_negative_001
c16_native,test_026,test_026_tile_embeddings,c78e8c17e9db12c9,29184,14336,256,20,0.3029022216796875,0,0.0,0,0,hard_negative,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_026_tile_embeddings/standard/hard_negative/test_026_tile_embeddings_standard_hard_negative_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_026_tile_embeddings/standard/hard_negative/test_026_tile_embeddings_standard_hard_negative_002.png,test_026_tile_embeddings_standard_hard_negative_002
c16_native,test_113,test_113_tile_embeddings,469d14d4c6c18d2d,50944,87040,256,20,0.989410400390625,0,0.0,0,0,hard_negative,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_113_tile_embeddings/standard/hard_negative/test_113_tile_embeddings_standard_hard_negative_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_113_tile_embeddings/standard/hard_negative/test_113_tile_embeddings_standard_hard_negative_000.png,test_113_tile_embeddings_standard_hard_negative_000
c16_native,test_113,test_113_tile_embeddings,bf5467782f269bc1,57856,45312,256,20,0.9073333740234376,0,0.0,0,0,hard_negative,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_113_tile_embeddings/standard/hard_negative/test_113_tile_embeddings_standard_hard_negative_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_113_tile_embeddings/standard/hard_negative/test_113_tile_embeddings_standard_hard_negative_001.png,test_113_tile_embeddings_standard_hard_negative_001
c16_native,test_113,test_113_tile_embeddings,20ed259057c7e105,72448,45312,256,20,0.8521270751953125,0,0.315,0,1,hard_negative,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_113_tile_embeddings/standard/hard_negative/test_113_tile_embeddings_standard_hard_negative_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_113_tile_embeddings/standard/hard_negative/test_113_tile_embeddings_standard_hard_negative_002.png,test_113_tile_embeddings_standard_hard_negative_002
c16_native,test_084,test_084_tile_embeddings,d255ee470979dda4,27648,8192,256,20,0.8229522705078125,0,0.0,0,0,hard_negative,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_084_tile_embeddings/standard/hard_negative/test_084_tile_embeddings_standard_hard_negative_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_084_tile_embeddings/standard/hard_negative/test_084_tile_embeddings_standard_hard_negative_000.png,test_084_tile_embeddings_standard_hard_negative_000
c16_native,test_084,test_084_tile_embeddings,ec091539a67c8b8d,51968,31232,256,20,0.7894134521484375,0,0.0,0,0,hard_negative,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_084_tile_embeddings/standard/hard_negative/test_084_tile_embeddings_standard_hard_negative_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_084_tile_embeddings/standard/hard_negative/test_084_tile_embeddings_standard_hard_negative_001.png,test_084_tile_embeddings_standard_hard_negative_001
c16_native,test_084,test_084_tile_embeddings,4118da1dafe99065,27904,8192,256,20,0.821197509765625,0,0.0,0,0,hard_negative,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_084_tile_embeddings/standard/hard_negative/test_084_tile_embeddings_standard_hard_negative_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_084_tile_embeddings/standard/hard_negative/test_084_tile_embeddings_standard_hard_negative_002.png,test_084_tile_embeddings_standard_hard_negative_002
c16_native,test_064,test_064_tile_embeddings,1701a11ea7c98de9,39424,137984,256,20,0.9119873046875,0,0.0,0,0,hard_negative,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_064_tile_embeddings/standard/hard_negative/test_064_tile_embeddings_standard_hard_negative_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_064_tile_embeddings/standard/hard_negative/test_064_tile_embeddings_standard_hard_negative_000.png,test_064_tile_embeddings_standard_hard_negative_000
c16_native,test_064,test_064_tile_embeddings,cce7b31f715f494f,22016,112384,256,20,0.0093536376953125,0,0.0,0,0,hard_negative,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_064_tile_embeddings/standard/hard_negative/test_064_tile_embeddings_standard_hard_negative_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_064_tile_embeddings/standard/hard_negative/test_064_tile_embeddings_standard_hard_negative_001.png,test_064_tile_embeddings_standard_hard_negative_001
