dataset,patient_id,slide_id,region_uid,x,y,tile_size,mag,tissue_fraction,tumor_mask_overlap,tumor_overlap_fraction,tumor_mask_overlap_center,tumor_mask_overlap_area20,selection_source,rank,task_id,model_hash,context_set,is_diverse,random_seed,relative_path,minio_path,patch_uid,hint,hint_inverted
c17_native,patient_162,patient_162_node_1,dc1441e0efd681b9,25856,18944,256,20,0.8999786376953125,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_162_node_1/standard/top_k/patient_162_node_1_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_162_node_1/standard/top_k/patient_162_node_1_standard_top_k_000.png,patient_162_node_1_standard_top_k_000,A,B
c17_native,patient_162,patient_162_node_1,839c5cc8f9c9e99b,18432,16384,256,20,0.9373779296875,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_162_node_1/standard/top_k/patient_162_node_1_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_162_node_1/standard/top_k/patient_162_node_1_standard_top_k_001.png,patient_162_node_1_standard_top_k_001,A,B
c17_native,patient_162,patient_162_node_1,24ebaff5db43eb18,12800,11776,256,20,0.7822723388671875,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_162_node_1/standard/top_k/patient_162_node_1_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_162_node_1/standard/top_k/patient_162_node_1_standard_top_k_002.png,patient_162_node_1_standard_top_k_002,A,B
c17_native,patient_101,patient_101_node_4,00b8e698d324f52e,59904,113152,256,20,0.93212890625,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_101_node_4/standard/top_k/patient_101_node_4_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_101_node_4/standard/top_k/patient_101_node_4_standard_top_k_000.png,patient_101_node_4_standard_top_k_000,A,B
c17_native,patient_101,patient_101_node_4,2aa16c0387dffdce,41728,37632,256,20,0.980072021484375,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_101_node_4/standard/top_k/patient_101_node_4_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_101_node_4/standard/top_k/patient_101_node_4_standard_top_k_001.png,patient_101_node_4_standard_top_k_001,A,B
c17_native,patient_101,patient_101_node_4,fed0dac2417250be,30720,41728,256,20,0.99432373046875,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_101_node_4/standard/top_k/patient_101_node_4_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_101_node_4/standard/top_k/patient_101_node_4_standard_top_k_002.png,patient_101_node_4_standard_top_k_002,A,B
c17_native,patient_157,patient_157_node_0,d162cd3f3f2c9821,48896,38912,256,20,0.937957763671875,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_157_node_0/standard/top_k/patient_157_node_0_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_157_node_0/standard/top_k/patient_157_node_0_standard_top_k_000.png,patient_157_node_0_standard_top_k_000,A,B
c17_native,patient_157,patient_157_node_0,848c110d03dfd448,52736,40192,256,20,0.9468231201171876,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_157_node_0/standard/top_k/patient_157_node_0_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_157_node_0/standard/top_k/patient_157_node_0_standard_top_k_001.png,patient_157_node_0_standard_top_k_001,A,B
c17_native,patient_157,patient_157_node_0,1f0c736654fd9ec1,49408,39424,256,20,0.9454803466796876,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_157_node_0/standard/top_k/patient_157_node_0_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_157_node_0/standard/top_k/patient_157_node_0_standard_top_k_002.png,patient_157_node_0_standard_top_k_002,A,B
c17_native,patient_148,patient_148_node_2,a56fc70984c8002e,100864,12288,256,20,0.6943511962890625,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_148_node_2/standard/top_k/patient_148_node_2_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_148_node_2/standard/top_k/patient_148_node_2_standard_top_k_000.png,patient_148_node_2_standard_top_k_000,A,B
c17_native,patient_148,patient_148_node_2,849c697c8d2ee448,100864,12544,256,20,0.703643798828125,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_148_node_2/standard/top_k/patient_148_node_2_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_148_node_2/standard/top_k/patient_148_node_2_standard_top_k_001.png,patient_148_node_2_standard_top_k_001,A,B
c17_native,patient_148,patient_148_node_2,d886ac64f6eea4b4,100864,11520,256,20,0.5435638427734375,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_148_node_2/standard/top_k/patient_148_node_2_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_148_node_2/standard/top_k/patient_148_node_2_standard_top_k_002.png,patient_148_node_2_standard_top_k_002,A,B
c17_native,patient_112,patient_112_node_3,40cbb57f6049ca0d,70656,134144,256,20,0.481719970703125,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_112_node_3/standard/top_k/patient_112_node_3_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_112_node_3/standard/top_k/patient_112_node_3_standard_top_k_000.png,patient_112_node_3_standard_top_k_000,A,B
c17_native,patient_112,patient_112_node_3,6e71fb883518a653,68864,135936,256,20,0.405792236328125,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_112_node_3/standard/top_k/patient_112_node_3_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_112_node_3/standard/top_k/patient_112_node_3_standard_top_k_001.png,patient_112_node_3_standard_top_k_001,A,B
c17_native,patient_112,patient_112_node_3,26f48b0a5547bb0a,82944,149504,256,20,0.58624267578125,1,1.0,1,1,top_k,4,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_112_node_3/standard/top_k/patient_112_node_3_standard_top_k_003.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_112_node_3/standard/top_k/patient_112_node_3_standard_top_k_003.png,patient_112_node_3_standard_top_k_003,A,B
c17_native,patient_168,patient_168_node_2,535629df0608b510,27648,123392,256,20,0.8813934326171875,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_168_node_2/standard/top_k/patient_168_node_2_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_168_node_2/standard/top_k/patient_168_node_2_standard_top_k_000.png,patient_168_node_2_standard_top_k_000,A,B
c17_native,patient_168,patient_168_node_2,c1b0deca7ef4efa8,48640,88576,256,20,0.880615234375,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_168_node_2/standard/top_k/patient_168_node_2_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_168_node_2/standard/top_k/patient_168_node_2_standard_top_k_001.png,patient_168_node_2_standard_top_k_001,A,B
c17_native,patient_168,patient_168_node_2,322be7674513e892,21504,111104,256,20,0.8523101806640625,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_168_node_2/standard/top_k/patient_168_node_2_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_168_node_2/standard/top_k/patient_168_node_2_standard_top_k_002.png,patient_168_node_2_standard_top_k_002,A,B
c17_native,patient_118,patient_118_node_0,bc14019151345544,78080,73728,256,20,0.490875244140625,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_118_node_0/standard/top_k/patient_118_node_0_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_118_node_0/standard/top_k/patient_118_node_0_standard_top_k_000.png,patient_118_node_0_standard_top_k_000,A,B
